,time,f,f2
7710,77.10000000000001,58.446000000000005,1.2305808119807269
7711,77.11,63.278999999999996,1.235887519573012
7712,77.12,60.75,1.2411012443036837
7713,77.13,49.032,1.246221148123774
7714,77.14,30.927,1.251246401732383
7715,77.15,11.33,1.2561761847001842
7716,77.16,-5.848,1.2610096855919284
7717,77.17,-15.462,1.2657461020879184
7718,77.18,-11.305,1.2703846411044493
7719,77.19,8.815,1.274924518913184
7720,77.2,35.61,1.2793649612594553
7721,77.21000000000001,59.067,1.2837052034794754
7722,77.22,71.875,1.2879444906164303
7723,77.23,62.68600000000001,1.2920820775354496
7724,77.24,34.836,1.2961172290374299
7725,77.25,2.051,1.3000492199716953
7726,77.26,-29.998,1.3038773353474797
7727,77.27,-53.261,1.3076008704442155
7728,77.28,-59.915,1.3112191309206078
7729,77.29,-54.555,1.3147314329224824
7730,77.3,-47.44,1.318137103189389
7731,77.31,-43.583999999999996,1.3214354791599454
7732,77.32000000000001,-41.9,1.324625909075908
7733,77.33,-40.06,1.327707752084947
7734,77.34,-36.661,1.3306803783421164
7735,77.35000000000001,-29.973000000000003,1.3335431691100064
7736,77.36,-22.761999999999997,1.336295516857553
7737,77.37,-21.112,1.338936825357501
7738,77.38,-23.070999999999998,1.3414665097824972
7739,77.39,-26.236,1.3438839967998053
7740,77.4,-29.939,1.346188724664627
7741,77.41,-30.897,1.348380143312007
7742,77.42,-30.081999999999997,1.3504577144473244
7743,77.43,-27.712,1.3524209116353416
7744,77.44,-25.78,1.3542692203878022
7745,77.45,-28.563000000000002,1.356002138249569
7746,77.46000000000001,-34.798,1.3576191748832822
7747,77.47,-39.335,1.3591198521525298
7748,77.48,-34.658,1.3605037042035124
7749,77.49,-17.945,1.361770277545197
7750,77.5,9.022,1.36291913112794
7751,77.51,39.045,1.3639498364205715
7752,77.52,57.66,1.3648619774859285
7753,77.53,58.333999999999996,1.3656551510548265
7754,77.54,47.284,1.3663289665984502
7755,77.55,35.354,1.3668830463991668
7756,77.56,30.868000000000002,1.3673170256197362
7757,77.57000000000001,33.064,1.3676305523709127
7758,77.58,31.11,1.3678232877774332
7759,77.59,16.349,1.367894906042371
7760,77.60000000000001,-6.73,1.3678450945098533
7761,77.61,-28.488000000000003,1.367673553726128
7762,77.62,-42.746,1.3673799974989718
7763,77.63,-48.563,1.3669641529554304
7764,77.64,-47.946999999999996,1.3664257605978818
7765,77.65,-40.681,1.3657645743584068
7766,77.66,-26.218000000000004,1.364980361651474
7767,77.67,-7.92,1.3640729034249075
7768,77.68,10.357000000000001,1.363041994209156
7769,77.69,25.680999999999997,1.3618874421648284
7770,77.7,33.353,1.3606090691285067
7771,77.71000000000001,35.613,1.3592067106568257
7772,77.72,39.333,1.3576802160687986
7773,77.73,42.876999999999995,1.3560294484864013
7774,77.74,42.092,1.3542542848733938
7775,77.75,33.722,1.3523546160723783
7776,77.76,14.388,1.3503303468400825
7777,77.77,-10.444,1.3481813958808735
7778,77.78,-29.913,1.3459076958784792
7779,77.79,-39.957,1.3435091935259251
7780,77.8,-40.222,1.3409858495536762
7781,77.81,-32.445,1.338337638755978
7782,77.82000000000001,-19.805,1.3355645500153932
7783,77.83,1.3430000000000002,1.3326665863255274
7784,77.84,28.234,1.3296437648119432
7785,77.85000000000001,48.50899999999999,1.326496116751253
7786,77.86,53.62,1.3232236875883903
7787,77.87,38.294000000000004,1.319826536952056
7788,77.88,10.875,1.3163047386683362
7789,77.89,-13.253,1.3126583807724774
7790,77.9,-28.79,1.3088875655188434
7791,77.91,-34.968,1.3049924093890155
7792,77.92,-34.812,1.300973043098065
7793,77.93,-30.794,1.2968296115989735
7794,77.94,-25.791,1.2925622740852132
7795,77.95,-28.383000000000003,1.288171203991476
7796,77.96000000000001,-40.115,1.2836565889925602
7797,77.97,-52.722,1.2790186310004021
7798,77.98,-53.493,1.2742575461592567
7799,77.99,-32.77,1.269373564839031
7800,78.0,6.2,1.2643669316267643
7801,78.01,50.206,1.2592379053162548
7802,78.02,77.045,1.2539867588958336
7803,78.03,71.691,1.2486137795342942
7804,78.04,46.226000000000006,1.2431192685649617
7805,78.05,23.436,1.2375035414679163
7806,78.06,19.305,1.2317669278503716
7807,78.07000000000001,33.068000000000005,1.2259097714251976
7808,78.08,50.136,1.2199324299876038
7809,78.09,57.592,1.2138352753899764
7810,78.10000000000001,45.86,1.2076186935148723
7811,78.11,19.534000000000002,1.2012830842461764
7812,78.12,-7.205,1.1948288614384202
7813,78.13,-28.465999999999998,1.1882564528842647
7814,78.14,-40.339,1.1815663002801573
7815,78.15,-42.016000000000005,1.1747588591901579
7816,78.16,-40.646,1.1678345990079406
7817,78.17,-43.152,1.1607940029169803
7818,78.18,-47.912,1.1536375678489152
7819,78.19,-48.879,1.1463658044401115
7820,78.2,-41.43600000000001,1.1389792369864065
7821,78.21000000000001,-20.487,1.1314784033960608
7822,78.22,9.892000000000001,1.1238638551409112
7823,78.23,38.196,1.1161361572057311
7824,78.24,59.126999999999995,1.1082958880358085
7825,78.25,68.898,1.100343639482742
7826,78.26,64.072,1.0922800167484665
7827,78.27,46.123999999999995,1.0841056383275094
7828,78.28,19.935,1.0758211359474923
7829,78.29,-8.078,1.0674271545078704
7830,78.3,-31.526999999999997,1.0589243520169371
7831,78.31,-41.042,1.0503133995270812
7832,78.32000000000001,-29.534000000000002,1.0415949810683194
7833,78.33,-2.101,1.0327697935801035
7834,78.34,29.276999999999997,1.0238385468414104
7835,78.35000000000001,51.563,1.0148019633991343
7836,78.36,56.07,1.0056607784947713
7837,78.37,45.993,0.9964157399894209
7838,78.38,31.057,0.987067608287107
7839,78.39,19.202,0.9776171562564305
7840,78.4,11.5,0.9680651691505539
7841,78.41,2.864,0.958412444525545
7842,78.42,-7.632999999999999,0.948659792157074
7843,78.43,-18.298,0.9388080339554793
7844,78.44,-28.750999999999998,0.9288580038792168
7845,78.45,-32.28,0.9188105478466967
7846,78.46000000000001,-27.08,0.9086665236465239
7847,78.47,-21.555999999999997,0.8984268008461502
7848,78.48,-15.765999999999998,0.8880922606989511
7849,78.49,-6.027,0.8776637960497385
7850,78.5,3.838,0.8671423112387204
7851,78.51,10.651,0.8565287220039205
7852,78.52,12.898,0.8458239553820711
7853,78.53,9.888,0.8350289496079885
7854,78.54,4.998,0.8241446540124459
7855,78.55,0.633,0.813172028918559
7856,78.56,-1.695,0.8021120455366912
7857,78.57000000000001,-5.566,0.7909656858578976
7858,78.58,-19.31,0.7797339425459175
7859,78.59,-40.352,0.7684178188277335
7860,78.60000000000001,-55.71,0.7570183283827052
7861,78.61,-51.73,0.7455364952302973
7862,78.62,-27.211,0.7339733536164114
7863,78.63,5.546,0.7223299478983419
7864,78.64,30.237,0.7106073324283653
7865,78.65,33.295,0.6988065714359808
7866,78.66,21.861,0.6869287389088137
7867,78.67,12.323,0.6749749184722059
7868,78.68,10.338,0.6629462032674974
7869,78.69,16.669,0.6508436958290214
7870,78.7,26.552,0.6386685079598273
7871,78.71000000000001,32.736,0.6264217606061497
7872,78.72,31.283,0.6141045837306343
7873,78.73,21.204,0.6017181161843423
7874,78.74,5.816,0.5892635055775486
7875,78.75,-8.993,0.5767419081493481
7876,78.76,-18.927,0.5641544886360902
7877,78.77,-19.988,0.5515024201386568
7878,78.78,-14.222999999999999,0.5387868839886008
7879,78.79,-13.220999999999998,0.5260090696131641
7880,78.8,-22.458000000000002,0.5131701743991912
7881,78.81,-38.283,0.5002714035559572
7882,78.82000000000001,-53.605,0.4873139699769258
7883,78.83,-58.611999999999995,0.4742990941004579
7884,78.84,-48.358000000000004,0.4612280037694901
7885,78.85000000000001,-31.539,0.4481019340901952
7886,78.86,-18.034000000000002,0.43492212728965046
7887,78.87,-2.496,0.42168983257252834
7888,78.88,17.599,0.40840630597682814
7889,78.89,35.803000000000004,0.39507281022867
7890,78.9,46.433,0.38169061459616627
7891,78.91,45.355,0.36826099474239626
7892,78.92,40.188,0.3547852325774932
7893,78.93,40.063,0.341264616109874
7894,78.94,40.988,0.3277004392966234
7895,78.95,37.848,0.31409400189305525
7896,78.96000000000001,28.49,0.30044660930147016
7897,78.97,10.675,0.286759572419131
7898,78.98,-6.11,0.27303420748547136
7899,78.99,-9.561,0.2592718359285657
7900,79.0,-6.102,0.24547378421086918
7901,79.01,-5.684,0.23164138367426088
7902,79.02,-11.999,0.21777597038439922
7903,79.03,-26.004,0.20387888497442003
7904,79.04,-36.27,0.18995147248798752
7905,79.05,-33.55,0.17599508222172813
7906,79.06,-24.857,0.16201106756706424
7907,79.07000000000001,-16.621,0.14800078585146503
7908,79.08,-11.581,0.1339655981791421
7909,79.09,-16.761,0.11990686927120764
7910,79.10000000000001,-28.674,0.10582596730531343
7911,79.11,-30.676,0.09172426375479803
7912,79.12,-18.343,0.07760313322735836
7913,79.13,1.2670000000000001,0.06346395330326764
7914,79.14,20.555,0.049308104373165185
7915,79.15,26.979,0.03513696947543223
7916,79.16,18.084,0.020951934133183508
7917,79.17,1.942,0.0067543861908890175
7918,79.18,-18.407,-0.00745428434934805
7919,79.19,-36.246,-0.02167268549183656
7920,79.2,-41.099,-0.03589942341164609
7921,79.21000000000001,-27.695,-0.05013310261923446
7922,79.22,0.114,-0.06437232612533281
7923,79.23,30.866,-0.0786156956060701
7924,79.24,47.103,-0.0928618115683086
7925,79.25,29.705,-0.10710927351517392
7926,79.26,-11.472000000000001,-0.12135668011175825
7927,79.27,-52.255,-0.1356026293509662
7928,79.28,-79.65899999999999,-0.14984571871949537
7929,79.29,-70.265,-0.16408454536391448
7930,79.3,-26.886999999999997,-0.17831770625683013
7931,79.31,18.907,-0.1925437983631117
7932,79.32000000000001,58.458999999999996,-0.20676141880615428
7933,79.33,80.63600000000001,-0.22096916503416225
7934,79.34,75.771,-0.23516563498642318
7935,79.35000000000001,60.25,-0.24934942725955717
7936,79.36,47.942,-0.26351914127371745
7937,79.37,47.888999999999996,-0.277673377438716
7938,79.38,61.336999999999996,-0.29181073732006135
7939,79.39,74.03699999999999,-0.3059298238048765
7940,79.4,73.431,-0.3200292412676813
7941,79.41,52.044,-0.3341075957360156
7942,79.42,11.966,-0.34816349505588085
7943,79.43,-31.968000000000004,-0.3621955490569787
7944,79.44,-64.628,-0.3762023697177244
7945,79.45,-72.525,-0.390182571330012
7946,79.46000000000001,-49.633,-0.4041347706637147
7947,79.47,-10.998,-0.41805758713088825
7948,79.48,24.223000000000003,-0.4319496429496685
7949,79.49,46.245,-0.4458095633078289
7950,79.5,48.168,-0.4596359765259878
7951,79.51,33.726,-0.4734275142204332
7952,79.52,11.832,-0.48718281146555226
7953,79.53,-15.481,-0.5009005069558372
7954,79.54,-46.847,-0.5145792431674518
7955,79.55,-77.98,-0.5282176665193338
7956,79.56,-99.493,-0.5418144275338098
7957,79.57000000000001,-97.345,-0.5553681809967076
7958,79.58,-68.197,-0.5688775861169397
7959,79.59,-22.791,-0.5823413066855382
7960,79.60000000000001,27.413,-0.5957580112341211
7961,79.61,69.859,-0.6091263731927649
7962,79.62,88.399,-0.6224450710472715
7963,79.63,77.12899999999999,-0.6357127884957982
7964,79.64,49.248999999999995,-0.6489282146048342
7965,79.65,20.386,-0.6620900439645085
7966,79.66,-3.389,-0.6751969768431978
7967,79.67,-14.827,-0.6882477193414243
7968,79.68,-11.616,-0.7012409835450151
7969,79.69,-4.746,-0.7141754876775077
7970,79.7,-4.441,-0.7270499562517816
7971,79.71000000000001,-12.878,-0.7398631202208908
7972,79.72,-25.484,-0.7526137171280851
7973,79.73,-36.441,-0.7653004912559923
7974,79.74,-44.33,-0.777922193774948
7975,79.75,-48.72,-0.790477582890449
7976,79.76,-37.077,-0.802965423989716
7977,79.77,-0.17,-0.8153844897873374
7978,79.78,42.815,-0.8277335604699859
7979,79.79,71.652,-0.8400114238401808
7980,79.8,78.732,-0.8522168754590791
7981,79.81,63.869,-0.8643487187882787
7982,79.82000000000001,37.759,-0.8764057653306131
7983,79.83,12.149000000000001,-0.888386834769918
7984,79.84,-6.626,-0.9002907551097548
7985,79.85000000000001,-19.933,-0.9121163628110686
7986,79.86,-25.252,-0.9238625029287661
7987,79.87,-22.659000000000002,-0.9355280292471955
7988,79.88,-20.925,-0.9471118044145028
7989,79.89,-20.125,-0.958612700075863
7990,79.9,-14.102,-0.9700295970055494
7991,79.91,2.3209999999999997,-0.9813613852378387
7992,79.92,26.37,-0.9926069641967271
7993,79.93,53.321999999999996,-1.0037652428244437
7994,79.94,77.157,-1.0148351397087407
7995,79.95,88.565,-1.0258155832089477
7996,79.96000000000001,89.432,-1.036705511580774
7997,79.97,74.995,-1.047503873099835
7998,79.98,41.75899999999999,-1.058209626183897
7999,79.99,3.935,-1.0688217395138182
8000,80.0,-37.084,-1.0793391921531703
8001,80.01,-80.711,-1.0897609736665266
8002,80.02,-114.595,-1.1000860842364013
8003,80.03,-128.745,-1.1103135347788236
8004,80.04,-112.525,-1.1204423470575338
8005,80.05,-75.117,-1.13047155379678
8006,80.06,-37.84,-1.1404001987927137
8007,80.07000000000001,-6.638,-1.1502273370233522
8008,80.08,14.501,-1.159952034757112
8009,80.09,28.851,-1.1695733696598822
8010,80.10000000000001,43.028999999999996,-1.1790904309006391
8011,80.11,54.393,-1.1885023192555764
8012,80.12,67.832,-1.197808147210743
8013,80.13,85.773,-1.207007039063177
8014,80.14,101.40799999999999,-1.2160981310205172
8015,80.15,96.62100000000001,-1.2250805712990844
8016,80.16,54.751999999999995,-1.2339535202204175
8017,80.17,-11.744000000000002,-1.2427161503062507
8018,80.18,-80.69800000000001,-1.2513676463719239
8019,80.19,-132.892,-1.2599072056182103
8020,80.2,-154.66899999999998,-1.2683340377215493
8021,80.21000000000001,-137.122,-1.2766473649226782
8022,80.22,-86.53399999999999,-1.2848464221136437
8023,80.23,-30.743000000000002,-1.292930456923191
8024,80.24,13.972999999999999,-1.3008987298005075
8025,80.25,40.345,-1.3087505140973277
8026,80.26,44.683,-1.3164850961483694
8027,80.27,34.593,-1.3241017753501079
8028,80.28,20.544,-1.3315998642378661
8029,80.29,8.455,-1.3389786885612194
8030,80.3,-4.275,-1.3462375873576968
8031,80.31,-13.347999999999999,-1.3533759130247813
8032,80.32000000000001,-11.870999999999999,-1.3603930313901893
8033,80.33,-8.191,-1.3672883217804221
8034,80.34,-5.202000000000001,-1.3740611770875906
8035,80.35000000000001,4.977,-1.3807110038344914
8036,80.36,18.224,-1.3872372222379348
8037,80.37,18.769000000000002,-1.3936392662703139
8038,80.38,-1.263,-1.3999165837194103
8039,80.39,-28.138,-1.4060686362464219
8040,80.4,-45.214,-1.4120948994422162
8041,80.41,-48.216,-1.4179948628817913
8042,80.42,-43.272,-1.4237680301769486
8043,80.43,-43.228,-1.4294139190271595
8044,80.44,-49.553000000000004,-1.4349320612686318
8045,80.45,-50.093,-1.4403220029215595
8046,80.46000000000001,-29.643,-1.4455833042355593
8047,80.47,14.118,-1.4507155397332792
8048,80.48,64.968,-1.4557182982521877
8049,80.49,104.10799999999999,-1.4605911829845177
8050,80.5,111.87899999999999,-1.4653338115153856
8051,80.51,77.641,-1.469945815859059
8052,80.52,20.434,-1.4744268424933884
8053,80.53,-32.466,-1.478776552392377
8054,80.54,-67.44,-1.4829946210569105
8055,80.55,-69.30199999999999,-1.4870807385436184
8056,80.56,-38.541,-1.4910346094918872
8057,80.57000000000001,-0.313,-1.4948559531490009
8058,80.58,31.418000000000003,-1.4985445033934242
8059,80.59,50.591,-1.5021000087562153
8060,80.60000000000001,47.818999999999996,-1.50552223244057
8061,80.61,25.596,-1.5088109523394948
8062,80.62,2.202,-1.5119659610516067
8063,80.63,-7.452000000000001,-1.5149870658950644
8064,80.64,-4.834,-1.517874088919616
8065,80.65,8.089,-1.5206268669167793
8066,80.66,27.59,-1.5232452514281412
8067,80.67,45.675,-1.5257291087517861
8068,80.68,59.956,-1.5280783199468417
8069,80.69,64.006,-1.5302927808361546
8070,80.7,50.45,-1.5323724020070864
8071,80.71000000000001,21.893,-1.534317108810441
8072,80.72,-15.17,-1.5361268413575122
8073,80.73,-51.368,-1.5378015545152637
8074,80.74,-76.961,-1.5393412178996377
8075,80.75,-90.84100000000001,-1.540745815866993
8076,80.76,-91.875,-1.542015347503681
8077,80.77,-82.645,-1.5431498266137513
8078,80.78,-67.882,-1.544149281704803
8079,80.79,-40.679,-1.5450137559719705
8080,80.8,-7.935,-1.5457433072800604
8081,80.81,18.153,-1.5463380081438303
8082,80.82000000000001,38.214,-1.546797945706423
8083,80.83,48.843999999999994,-1.5471232217159538
8084,80.84,55.982,-1.5473139525002615
8085,80.85000000000001,69.373,-1.5473702689398159
8086,80.86,85.14399999999999,-1.5472923164388022
8087,80.87,93.76,-1.5470802548943712
8088,80.88,87.59700000000001,-1.5467342586640753
8089,80.89,66.303,-1.5462545165314823
8090,80.9,31.925,-1.545641231669982
8091,80.91,-8.171,-1.5448946216047887
8092,80.92,-40.204,-1.5440149181731444
8093,80.93,-55.57899999999999,-1.543002367482727
8094,80.94,-55.105,-1.541857229868281
8095,80.95,-46.269,-1.5405797798464616
8096,80.96000000000001,-33.827,-1.539170306068909
8097,80.97,-22.373,-1.537629111273564
8098,80.98,-14.911,-1.5359565122342216
8099,80.99,-7.247999999999999,-1.534152839708337
8100,81.0,-2.449,-1.532218438383092
8101,81.01,-0.214,-1.5301536668197295
8102,81.02,3.3169999999999997,-1.5279588973961629
8103,81.03,1.436,-1.5256345162478706
8104,81.04,0.852,-1.5231809232070865
8105,81.05,11.523,-1.5205985317402912
8106,81.06,28.048000000000002,-1.517887768884016
8107,81.07000000000001,43.431000000000004,-1.5150490751789731
8108,81.08,47.446000000000005,-1.5120829046025133
8109,81.09,35.922,-1.5089897244994277
8110,81.10000000000001,20.71,-1.505770015511105
8111,81.11,19.557000000000002,-1.5024242715030471
8112,81.12,36.778,-1.4989529994907649
8113,81.13,57.595,-1.495356719564054
8114,81.14,71.368,-1.49163596480967
8115,81.15,68.78,-1.48779128123241
8116,81.16,46.872,-1.4838232276746175
8117,81.17,21.15,-1.4797323757341134
8118,81.18,-4.633,-1.4755193096805743
8119,81.19,-33.42,-1.471184626370367
8120,81.2,-62.333999999999996,-1.4667289351598474
8121,81.21000000000001,-90.073,-1.4621528578171483
8122,81.22,-109.089,-1.4574570284324517
8123,81.23,-114.20299999999999,-1.452642093326777
8124,81.24,-103.648,-1.4477087109592857
8125,81.25,-76.418,-1.4426575518331188
8126,81.26,-37.016999999999996,-1.4374892983997858
8127,81.27,12.5,-1.4322046449621137
8128,81.28,63.18600000000001,-1.4268042975757713
8129,81.29,94.27799999999999,-1.4212889739493846
8130,81.3,96.90700000000001,-1.4156594033432577
8131,81.31,75.753,-1.4099163264667096
8132,81.32000000000001,36.546,-1.4040604953740505
8133,81.33,-9.766,-1.3980926733592027
8134,81.34,-52.508,-1.3920136348489893
8135,81.35000000000001,-87.25200000000001,-1.385824165295099
8136,81.36,-111.102,-1.3795250610647516
8137,81.37,-120.846,-1.3731171293300686
8138,81.38,-113.29799999999999,-1.366601187956178
8139,81.39,-90.67200000000001,-1.3599780653880524
8140,81.4,-57.983000000000004,-1.3532486005361202
8141,81.41,-18.398,-1.346413642660637
8142,81.42,21.246,-1.3394740512548629
8143,81.43,51.258,-1.3324306959270402
8144,81.44,63.3,-1.325284456281202
8145,81.45,53.538000000000004,-1.3180362217968207
8146,81.46000000000001,31.307,-1.3106868917073173
8147,81.47,14.884,-1.3032373748774506
8148,81.48,8.452,-1.2956885896795998
8149,81.49,2.351,-1.288041463868957
8150,81.5,-8.207,-1.2802969344576558
8151,81.51,-19.829,-1.2724559475878432
8152,81.52,-22.186999999999998,-1.2645194584037203
8153,81.53,-11.821,-1.2564884309225683
8154,81.54,2.162,-1.2483638379047723
8155,81.55,7.0520000000000005,-1.240146660722874
8156,81.56,-10.101,-1.2318378892296575
8157,81.57000000000001,-44.104,-1.2234385216252974
8158,81.58,-76.092,-1.2149495643235828
8159,81.59,-86.624,-1.2063720318172355
8160,81.60000000000001,-62.425,-1.1977069465423487
8161,81.61,-17.372,-1.1889553387419542
8162,81.62,24.84,-1.1801182463287456
8163,81.63,47.578,-1.1711967147469764
8164,81.64,42.468999999999994,-1.1621917968335453
8165,81.65,23.873,-1.1531045526782995
8166,81.66,12.956,-1.143936049483563
8167,81.67,7.255,-1.1346873614229231
8168,81.68,-6.026,-1.125359569499282
8169,81.69,-23.595,-1.1159537614022026
8170,81.7,-37.351,-1.1064710313645651
8171,81.71000000000001,-41.39,-1.0969124800185526
8172,81.72,-37.688,-1.0872792142509922
8173,81.73,-41.608000000000004,-1.0775723470580618
8174,81.74,-56.397,-1.0677929973993945
8175,81.75,-74.97399999999999,-1.0579422900515905
8176,81.76,-90.766,-1.0480213554611653
8177,81.77,-88.116,-1.0380313295969494
8178,81.78,-65.653,-1.0279733538019613
8179,81.79,-40.99100000000001,-1.0178485746447747
8180,81.8,-22.773000000000003,-1.0076581437704055
8181,81.81,-12.343,-0.9974032177507266
8182,81.82000000000001,-6.393,-0.9870849579344461
8183,81.83,0.145,-0.9767045302966603
8184,81.84,12.037,-0.9662631052880054
8185,81.85000000000001,33.728,-0.9557618576834294
8186,81.86,59.864,-0.9452019664306026
8187,81.87,85.912,-0.9345846144979912
8188,81.88,95.881,-0.9239109887226136
8189,81.89,73.14,-0.913182279657498
8190,81.9,37.238,-0.9023996814188664
8191,81.91,4.721,-0.8915643915330653
8192,81.92,-23.486,-0.8806776107832596
8193,81.93,-42.238,-0.8697405430559182
8194,81.94,-55.207,-0.8587543951871077
8195,81.95,-65.994,-0.8477203768086157
8196,81.96000000000001,-63.673,-0.8366397001939264
8197,81.97,-29.491999999999997,-0.8255135801040694
8198,81.98,29.464000000000002,-0.8143432336333611
8199,81.99,86.976,-0.8031298800550626
8200,82.0,128.13,-0.7918747406669747
8201,82.01,129.142,-0.7805790386369879
8202,82.02,87.134,-0.7692439988486132
8203,82.03,39.242,-0.7578708477465128
8204,82.04,10.84,-0.7464608131820523
8205,82.05,10.234,-0.735015124258892
8206,82.06,32.775999999999996,-0.723535011178646
8207,82.07000000000001,55.143,-0.7120217050866234
8208,82.08,55.473,-0.7004764379176742
8209,82.09,33.102,-0.688900442242164
8210,82.10000000000001,3.497,-0.6772949511120943
8211,82.11,-24.713,-0.6656611979073918
8212,82.12,-46.278999999999996,-0.6540004161823889
8213,82.13,-56.907,-0.6423138395125116
8214,82.14,-61.615,-0.6306027013411989
8215,82.15,-56.966,-0.6188682348270778
8216,82.16,-39.056,-0.6071116726914048
8217,82.17,-22.381999999999998,-0.5953342470658065
8218,82.18,-11.015999999999998,-0.5835371893403306
8219,82.19,1.443,-0.571721730011832
8220,82.2,3.38,-0.5598890985327155
8221,82.21000000000001,-12.452,-0.5480405231600509
8222,82.22,-33.171,-0.5361772308050853
8223,82.23,-44.5,-0.5243004468831747
8224,82.24,-32.319,-0.5124113951641445
8225,82.25,5.18,-0.5005112976231136
8226,82.26,52.802,-0.48860137429179035
8227,82.27,95.538,-0.4766828431102664
8228,82.28,115.48899999999999,-0.464756919779327
8229,82.29,113.03200000000001,-0.45282481761329796
8230,82.3,102.09700000000001,-0.44088774739344544
8231,82.31,80.848,-0.4289469172219538
8232,82.32000000000001,48.431000000000004,-0.41700353237649873
8233,82.33,2.9019999999999997,-0.4050587951654321
8234,82.34,-53.325,-0.39311390478360186
8235,82.35000000000001,-100.42,-0.381170057168824
8236,82.36,-116.479,-0.36922844485902867
8237,82.37,-89.025,-0.3572902568500927
8238,82.38,-24.436,-0.3453566784543859
8239,82.39,54.879,-0.3334288911600439
8240,82.4,119.598,-0.3215080724909878
8241,82.41,140.24,-0.30959539586771007
8242,82.42,106.59100000000001,-0.29769203046884524
8243,82.43,45.54,-0.2857991410935384
8244,82.44,-3.427,-0.27391788802464184
8245,82.45,-17.611,-0.26204942689274185
8246,82.46000000000001,1.43,-0.2501949085410466
8247,82.47,24.179000000000002,-0.2383554788911461
8248,82.48,16.325,-0.2265322788096644
8249,82.49,-36.111999999999995,-0.2147264439758203
8250,82.5,-109.74,-0.2029391047499136
8251,82.51,-174.643,-0.19117138604275608
8252,82.52,-210.452,-0.17942440718606198
8253,82.53,-173.88099999999997,-0.16769928180381496
8254,82.54,-71.686,-0.15599711768463137
8255,82.55,42.81,-0.14431901665513003
8256,82.56,148.357,-0.13266607445433326
8257,82.57000000000001,209.456,-0.1210393806091076
8258,82.58,195.30700000000002,-0.10944001831066527
8259,82.59,132.499,-0.09786906429213954
8260,82.60000000000001,70.501,-0.08632758870725178
8261,82.61,42.21,-0.07481665501008487
8262,82.62,53.247,-0.06333731983597606
8263,82.63,75.273,-0.051890632883550565
8264,82.64,63.175,-0.040477636797902526
8265,82.65,16.17,-0.029099367054946996
8266,82.66,-35.278,-0.017756851846950028
8267,82.67,-65.79899999999999,-0.006451111969256199
8268,82.68,-60.49,0.00481683929177347
8269,82.69,-43.518,0.016045996269600113
8270,82.7,-46.341,0.027235361027106594
8271,82.71000000000001,-71.181,0.03838394346494542
8272,82.72,-108.824,0.049490761428621646
8273,82.73,-138.639,0.06055484081429491
8274,82.74,-129.952,0.071575215673292
8275,82.75,-81.589,0.0825509283153126
8276,82.76,-25.436,0.09348102941031655
8277,82.77,11.61,0.1043645780890837
8278,82.78,19.675,0.11520064204242733
8279,82.79,8.956,0.12598829761905506
8280,82.8,-8.998,0.13672662992206197
8281,82.81,-28.495,0.14741473290404505
8282,82.82000000000001,-48.833,0.15805170946082792
8283,82.83,-70.003,0.1686366715237831
8284,82.84,-73.398,0.1791687401507423
8285,82.85000000000001,-53.385,0.1896470456154839
8286,82.86,-24.494,0.2000707274957835
8287,82.87,-3.9410000000000003,0.21043893476002323
8288,82.88,-10.525,0.2207508258523438
8289,82.89,-44.083,0.2310055687763309
8290,82.9,-87.54799999999999,0.24120234117722963
8291,82.91,-121.64299999999999,0.2513403304226712
8292,82.92,-125.87200000000001,0.2614187336819087
8293,82.93,-87.48100000000001,0.27143675800354705
8294,82.94,-14.48,0.2813936203917631
8295,82.95,68.04,0.29128854788100395
8296,82.96000000000001,117.476,0.3011207776091575
8297,82.97,109.363,0.3108895568891842
8298,82.98,95.64399999999999,0.3205941432792034
8299,82.99,122.15100000000001,0.330233804651028
8300,83.0,172.679,0.33980781925713743
8301,83.01,223.45,0.34931547579608213
8302,83.02,222.94400000000002,0.35875607347631344
8303,83.03,155.355,0.3681289220784322
8304,83.04,72.00399999999999,0.3774333420158474
8305,83.05,-3.497,0.3866686643938401
8306,83.06,-61.115,0.39583423106702775
8307,83.07000000000001,-99.79299999999999,0.40492939469521894
8308,83.08,-132.513,0.4139535187976576
8309,83.09,-164.718,0.42290597780564765
8310,83.10000000000001,-195.06599999999997,0.43178615711355534
8311,83.11,-210.06599999999997,0.4405934531281818
8312,83.12,-207.386,0.449327273316505
8313,83.13,-161.384,0.45798703625178083
8314,83.14,-58.368,0.4665721716580055
8315,83.15,52.20399999999999,0.4750821204527302
8316,83.16,151.336,0.48351633478822825
8317,83.17,195.803,0.49187427809100687
8318,83.18,146.0,0.5001554250996646
8319,83.19,70.09899999999999,0.508359261901088
8320,83.2,20.609,0.5164852859649884
8321,83.21000000000001,25.684,0.5245330061767703
8322,83.22,84.936,0.532501942868738
8323,83.23,145.70600000000002,0.5403916278496291
8324,83.24,158.839,0.5482016044324791
8325,83.25,101.535,0.5559314274608134
8326,83.26,7.43,0.5635806633331657
8327,83.27,-90.404,0.5711488900259216
8328,83.28,-170.49,0.5786356971144884
8329,83.29,-211.669,0.5860406857927843
8330,83.3,-198.00599999999997,0.5933634688910578
8331,83.31,-124.477,0.6006036708920249
8332,83.32000000000001,-24.79,0.6077609279453337
8333,83.33,71.322,0.6148348878803491
8334,83.34,148.281,0.6218252102172684
